Movie Name,Storyline
Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.
Kingsmen,"Richard King raised his 4 sons to be just like him and to take over the family business, but his sudden death has left the family searching to find out who and what could be the reason their family was torn apart."
Golden Kamuy,"In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold."
Lights Out,"A drifting ex-soldier turns underground fighter with the help of a just released ex-con, pitting them both against a crime boss, corrupt cops and hired killers."
3310'dan Tüm Birimlere,No storyline available
Cup,"The story of a sixteen-year-old boy, a badminton player from a village named Vellathooval in Idukki, who dreams of the Olympics."
Wallbanger,"Caroline, a single interior designer, moves into what seems like the perfect apartment only to be awakened nightly by her neighbor, the 'wallbanger,' sparking an unexpected, tension-filled connection."
Justice,"A discharged police officer is given a chance to regain his former life by capturing a bank robbery crew. Teaming up with a young policewoman, the ex-cop must act swiftly before the heist draws unwanted scrutiny from the new authorities."
31st Movie,"After being raped by her boyfriend on New Year's Eve, Kinjal faces police indifference and takes her life. Her sister fights a legal battle for justice. Will she succeed?"
Lover,"Arun and Divya's six-year relationship starts unraveling as they drift apart, raising the question of whether love can withstand such differences."
Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
Animale,"Camargue, France - Nejma trains hard to win the local bullfighting competition. When she is mauled after a celebration, she starts to notice disturbing changes. News of a rogue bull on the loose terrifies the community, killing young men."
Death Whisperer 2,"In a world shrouded by darkness, a relentless force seeks retribution, undeterred by boundaries or morality"
Parallel,"Follows the journey of Vanessa, a grief-stricken woman who mysteriously finds herself navigating between parallel spaces."
Dog on Trial,"Avril, a young lawyer specializing in animal defense, goes to great lengths to save her client, a repeat-offender dog, from capital punishment. This dog helps Avril accept her own human complexity."
Strictly Confidential,"A haunted young woman finds herself drawn into a world of seduction, duplicity and betrayal as she desperately tries to uncover the mystery surrounding her best friend's suicide."
Jhamkudi,"Raniwada, a village in Gujarat, is cursed by an evil witch named JHAMKUDI during Navratri celebrations. Real estate agent Bablo and royal family heir Kumud return to face the witch's wrath and save Raniwada."
Wake,"Desperate for a lead role in a Hollywood remake, a struggling actress tracks down the lead of the original film who's now a mysterious recluse. Strange occurrences quickly turn the meeting into a nightmare."
Am I Racist?,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments."
Chantal in Fairyland,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep."
The Fabulous Four,It tells the story of two friends who travel to be bridesmaids in a surprise wedding of their college girlfriend.
Love Story,Tells the love story of a model and a director.
Tikdam,"In a small hill town, a father plans to migrate to the big city. However, his young children embark on an adventurous mission to stop him, using every trick in the book. Will their efforts keep the family together?"
Arthur's Whisky,Three elderly ladies drink an elixir that makes them young again and soon discover that youth isn't all it's cracked up to be.
McVeigh,Army veteran Timothy McVeigh hatches a deadly plan after the Waco siege. A psychological thriller depicting the deadliest act of domestic terrorism in U.S. history.
Dilig,"About to get married to an old, wealthy businessman, Resa enlists the help of gardener Otso to seduce her fiancé's daughter, Katelyn, and record his sexploits with her in order to get her disowned."
The Great Lillian Hall,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most."
The Last Dance,"A debt-ridden wedding planner inadvertently becomes a successful funeral planner, but he must convince a traditional Taoist priest of his legitimacy to continue operating in the field."
In Waves and War,Highly decorated Navy SEAL Marcus Capone struggles with PTSD after returning from Afghanistan. His wife finds hope in psychedelic therapy. They embark on providing access to this treatment for other veterans battling mental health issues.
Siddharth Roy,"Siddharth Roy Embraces logic and reason but is overwhelmed by emotions, resulting in heartache and inner turmoil."
Modi: Three Days on the Wing of Madness,"Through the streets of World War I Paris, Italian bohemian artist Modigliani attempts to outmaneuver bombs, policemen, girlfriends, and critics in a increasingly desperate search of a home for his art."
Half Baked: Totally High,Three potheads sell a strain of magical weed to raise funds for their friend's funeral.
